Index_client;sexe;Age;Présence_enfant;Présence_conduite_accompagnee;Tranche_revenus;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;intervalle_devis
647;M;74;Oui;Non;[100k+€];Private;Minivan;0;25.0;Highly Urban/ Urban;08/03/2022 23:49;complet;[250-500€]
648;M;59;Non;Non;[80k-100k€];Commercial;Minivan;1;9.0;z_Highly Rural/ Rural;01/05/2022 01:21;complet;[250-500€]
649;M;29;Non;Non;[100k+€];Commercial;Pickup;0;16.0;Highly Urban/ Urban;10/02/2022 01:30;complet;[250-500€]
650;F;31;Oui;Non;[80k-100k€];Private;Sports Car;0;0;Highly Urban/ Urban;17/03/2022 21:10;complet;[250-500€]
651;M;65;Non;Non;[20k-40k€];Commercial;z_SUV;1;8.0;z_Highly Rural/ Rural;10/02/2022 16:25;complet;[250-500€]
652;F;61;Non;Non;[40k-60k€];Private;z_SUV;0;1.0;Highly Urban/ Urban;16/01/2022 23:49;complet;[250-500€]
653;M;69;Oui;Non;[40k-60k€];Commercial;Minivan;6;1.0;Highly Urban/ Urban;05/01/2022 00:48;complet;[250-500€]
654;F;43;Oui;Oui;[100k+€];Commercial;Panel Truck;0;18.0;Highly Urban/ Urban;11/01/2022 17:35;complet;[750-1000€]
655;M;57;Oui;Non;[40k-60k€];Commercial;z_SUV;0;1.0;Highly Urban/ Urban;11/03/2022 05:31;complet;[250-500€]
656;F;78;Non;Non;[20k-40k€];Private;z_SUV;0;1.0;z_Highly Rural/ Rural;10/01/2022 23:47;complet;[250-500€]
657;M;56;Oui;Oui;[20k-40k€];Commercial;Van;1;1.0;Highly Urban/ Urban;15/05/2022 02:01;complet;[250-500€]
659;F;74;Non;Non;[100k+€];Private;Minivan;1;11.0;Highly Urban/ Urban;22/01/2022 15:37;complet;[250-500€]
660;F;80;Non;Non;[20k-40k€];Commercial;Pickup;1;4.0;Highly Urban/ Urban;03/04/2022 02:13;complet;[250-500€]
661;F;28;Non;Non;[20k-40k€];Commercial;Pickup;4;14.0;z_Highly Rural/ Rural;15/03/2022 03:15;complet;[250-500€]
662;M;76;Non;Non;[0-20k€];Private;Van;2;22.0;z_Highly Rural/ Rural;11/05/2022 04:46;complet;[750-1000€]
663;M;54;Oui;Non;[60k-80k€];Private;Minivan;5;16.0;Highly Urban/ Urban;20/02/2022 07:23;complet;[500-750€]
664;M;46;Non;Non;[20k-40k€];Private;Sports Car;0;6.0;Highly Urban/ Urban;07/03/2022 13:13;complet;[250-500€]
665;M;45;Oui;Oui;[100k+€];Commercial;Pickup;4;18.0;Highly Urban/ Urban;11/04/2022 09:32;complet;[250-500€]
666;M;78;Oui;Oui;[0-20k€];Private;z_SUV;0;1.0;Highly Urban/ Urban;21/01/2022 11:49;complet;[500-750€]
667;M;8;Non;Non;[60k-80k€];Private;Minivan;0;12.0;Highly Urban/ Urban;22/03/2022 17:47;complet;[250-500€]
668;F;53;Non;Non;[40k-60k€];Commercial;Minivan;4;13.0;Highly Urban/ Urban;11/04/2022 05:16;complet;[250-500€]
669;F;11;Non;Non;[20k-40k€];Private;z_SUV;2;1.0;Highly Urban/ Urban;17/01/2022 13:39;complet;[250-500€]
670;M;24;Oui;Oui;[100k+€];Private;z_SUV;4;15.0;Highly Urban/ Urban;08/04/2022 10:46;complet;[250-500€]
671;F;22;Oui;Non;[0-20k€];Commercial;z_SUV;3;8.0;z_Highly Rural/ Rural;10/05/2022 07:15;complet;[250-500€]
672;M;39;Oui;Non;[0-20k€];Private;z_SUV;1;1.0;z_Highly Rural/ Rural;23/02/2022 18:30;complet;[250-500€]
673;M;69;Oui;Non;[60k-80k€];Private;Pickup;1;1.0;z_Highly Rural/ Rural;02/04/2022 18:10;complet;[250-500€]
674;F;46;Non;Non;[40k-60k€];Commercial;Pickup;1;6.0;Highly Urban/ Urban;15/02/2022 10:36;complet;[250-500€]
675;M;82;Non;Non;[20k-40k€];Commercial;Minivan;0;1.0;z_Highly Rural/ Rural;08/01/2022 08:43;complet;[250-500€]
676;M;87;Oui;Non;[80k-100k€];Commercial;Pickup;4;16.0;Highly Urban/ Urban;24/03/2022 03:47;complet;[250-500€]
677;F;66;Oui;Non;[60k-80k€];Commercial;z_SUV;5;11.0;Highly Urban/ Urban;24/05/2022 19:47;complet;[250-500€]
678;F;34;Non;Non;[40k-60k€];Private;Minivan;5;15.0;Highly Urban/ Urban;17/01/2022 11:38;complet;[250-500€]
679;M;72;Oui;Oui;[60k-80k€];Commercial;z_SUV;3;1.0;Highly Urban/ Urban;17/03/2022 13:43;complet;[250-500€]
680;M;27;Non;Non;[40k-60k€];Private;Minivan;0;1.0;z_Highly Rural/ Rural;18/03/2022 08:18;complet;[250-500€]
681;F;12;Oui;Oui;[20k-40k€];Commercial;Van;1;5.0;Highly Urban/ Urban;05/01/2022 16:14;complet;[250-500€]
682;M;23;Non;Non;[100k+€];Commercial;Van;0;5.0;Highly Urban/ Urban;13/05/2022 22:19;complet;[250-500€]
683;M;72;Non;Non;[20k-40k€];Private;z_SUV;0;8.0;z_Highly Rural/ Rural;14/01/2022 17:48;complet;[250-500€]
684;F;70;Non;Non;[20k-40k€];Private;Minivan;1;1.0;Highly Urban/ Urban;16/01/2022 03:47;complet;[250-500€]
685;F;37;Oui;Non;[20k-40k€];Commercial;z_SUV;1;6.0;Highly Urban/ Urban;13/04/2022 12:18;complet;[250-500€]
686;F;6;Non;Non;[80k-100k€];Private;z_SUV;0;11.0;Highly Urban/ Urban;09/03/2022 00:05;complet;[250-500€]
687;M;68;Non;Non;[100k+€];Private;Minivan;0;1.0;Highly Urban/ Urban;15/03/2022 22:50;complet;[250-500€]
688;M;66;Non;Non;[80k-100k€];Commercial;Van;2;8.0;z_Highly Rural/ Rural;07/02/2022 07:14;complet;[250-500€]
689;M;80;Non;Non;[60k-80k€];Commercial;Minivan;0;3.0;Highly Urban/ Urban;08/03/2022 11:24;complet;[250-500€]
690;F;30;Oui;Non;[0-20k€];Commercial;Pickup;0;5.0;Highly Urban/ Urban;07/01/2022 08:04;complet;[250-500€]
691;M;48;Non;Non;[20k-40k€];Private;Minivan;0;15.0;Highly Urban/ Urban;13/04/2022 05:45;complet;[250-500€]
692;M;82;Non;Non;[20k-40k€];Private;Minivan;0;20.0;Highly Urban/ Urban;30/05/2022 04:03;complet;[250-500€]
693;F;7;Non;Non;[40k-60k€];Commercial;Pickup;4;8.0;Highly Urban/ Urban;10/03/2022 05:51;complet;[250-500€]
694;F;43;Non;Non;[80k-100k€];Private;z_SUV;1;8.0;Highly Urban/ Urban;02/05/2022 04:51;complet;[250-500€]
695;F;52;Non;Non;[20k-40k€];Private;Pickup;2;1.0;Highly Urban/ Urban;04/05/2022 19:49;complet;[250-500€]
696;M;9;Non;Non;[0-20k€];Private;Minivan;2;12.0;Highly Urban/ Urban;17/05/2022 09:44;complet;[250-500€]
697;M;53;Non;Non;[40k-60k€];Private;Minivan;0;11.0;Highly Urban/ Urban;25/04/2022 12:32;complet;[250-500€]
698;M;36;Non;Non;[100k+€];Private;Minivan;1;10.0;z_Highly Rural/ Rural;11/05/2022 08:01;complet;[250-500€]
699;M;52;Oui;Non;[40k-60k€];Private;z_SUV;1;12.0;Highly Urban/ Urban;05/02/2022 16:47;complet;[250-500€]
700;F;62;Oui;Non;[0-20k€];Private;Minivan;6;1.0;z_Highly Rural/ Rural;03/03/2022 08:35;complet;[250-500€]
701;M;62;Oui;Oui;[20k-40k€];Private;z_SUV;0;5.0;z_Highly Rural/ Rural;18/05/2022 20:23;complet;[250-500€]
702;F;43;Non;Non;[40k-60k€];Commercial;Minivan;0;9.0;z_Highly Rural/ Rural;25/02/2022 18:38;complet;[250-500€]
703;M;80;Non;Non;[20k-40k€];Commercial;Panel Truck;5;5.0;Highly Urban/ Urban;18/01/2022 19:21;complet;[500-750€]
704;F;58;Non;Non;[0-20k€];Private;Minivan;3;7.0;Highly Urban/ Urban;08/05/2022 19:44;complet;[500-750€]
705;M;67;Oui;Non;[40k-60k€];Private;z_SUV;0;5.0;Highly Urban/ Urban;19/02/2022 06:28;complet;[250-500€]
707;F;72;Non;Non;[60k-80k€];Commercial;Minivan;1;1.0;z_Highly Rural/ Rural;30/03/2022 01:16;complet;[250-500€]
708;F;23;Oui;Oui;[60k-80k€];Private;Van;1;0;Highly Urban/ Urban;07/05/2022 20:16;complet;[250-500€]
709;F;14;Non;Non;[20k-40k€];Private;Minivan;0;1.0;Highly Urban/ Urban;20/05/2022 20:22;complet;[250-500€]
710;F;53;Non;Non;[40k-60k€];Commercial;Van;3;21.0;Highly Urban/ Urban;07/05/2022 13:12;complet;[250-500€]
711;M;72;Non;Non;[40k-60k€];Commercial;z_SUV;0;1.0;Highly Urban/ Urban;04/04/2022 10:38;complet;[250-500€]
712;F;18;Non;Non;[60k-80k€];Private;Sports Car;0;10.0;Highly Urban/ Urban;04/03/2022 16:27;complet;[250-500€]
714;F;86;Oui;Oui;[0-20k€];Commercial;z_SUV;0;7.0;Highly Urban/ Urban;31/03/2022 21:08;complet;[250-500€]
715;F;70;Non;Non;[100k+€];Private;Van;0;1.0;Highly Urban/ Urban;26/01/2022 05:48;complet;[250-500€]
717;M;8;Non;Non;[80k-100k€];Private;Pickup;0;17.0;Highly Urban/ Urban;15/01/2022 14:58;complet;[250-500€]
718;M;25;Non;Non;[60k-80k€];Commercial;Panel Truck;0;9.0;Highly Urban/ Urban;23/02/2022 06:59;complet;[250-500€]
719;F;24;Oui;Non;[80k-100k€];Private;z_SUV;0;15.0;Highly Urban/ Urban;21/03/2022 16:57;complet;[250-500€]
720;M;31;Non;Non;[100k+€];Private;Sports Car;0;11.0;Highly Urban/ Urban;29/04/2022 21:33;complet;[250-500€]
721;M;61;Non;Non;[0-20k€];Private;z_SUV;0;9.0;z_Highly Rural/ Rural;07/03/2022 01:05;complet;[250-500€]
722;M;75;Oui;Non;[0-20k€];Private;z_SUV;0;5.0;Highly Urban/ Urban;29/05/2022 02:01;complet;[250-500€]
724;M;62;Oui;Non;[0-20k€];Private;Minivan;2;11.0;Highly Urban/ Urban;08/02/2022 03:10;complet;[250-500€]
725;F;19;Non;Non;[40k-60k€];Commercial;Van;8;11.0;Highly Urban/ Urban;11/04/2022 13:50;complet;[250-500€]
727;M;4;Oui;Oui;[60k-80k€];Commercial;z_SUV;4;6.0;Highly Urban/ Urban;18/04/2022 15:10;complet;[250-500€]
728;F;5;Non;Non;[40k-60k€];Commercial;Pickup;0;17.0;Highly Urban/ Urban;19/02/2022 13:54;complet;[250-500€]
729;F;31;Non;Non;[40k-60k€];Commercial;Sports Car;3;9.0;Highly Urban/ Urban;12/04/2022 01:15;complet;[250-500€]
730;M;66;Oui;Non;[20k-40k€];Commercial;Pickup;0;3.0;z_Highly Rural/ Rural;17/04/2022 18:55;complet;[250-500€]
732;M;40;Non;Non;[60k-80k€];Private;z_SUV;4;14.0;Highly Urban/ Urban;05/02/2022 20:30;complet;[250-500€]
733;F;62;Oui;Non;[40k-60k€];Private;Minivan;0;0;Highly Urban/ Urban;26/03/2022 22:33;complet;[250-500€]
734;F;42;Non;Non;[100k+€];Commercial;Van;3;10.0;Highly Urban/ Urban;18/04/2022 16:02;complet;[250-500€]
736;M;17;Non;Non;[40k-60k€];Commercial;Sports Car;0;1.0;Highly Urban/ Urban;30/01/2022 08:56;complet;[250-500€]
737;F;11;Oui;Non;[0-20k€];Private;z_SUV;6;1.0;z_Highly Rural/ Rural;02/02/2022 16:00;complet;[250-500€]
738;M;58;Oui;Oui;[80k-100k€];Commercial;Minivan;0;6.0;Highly Urban/ Urban;08/04/2022 12:42;complet;[250-500€]
739;F;66;Non;Non;[40k-60k€];Commercial;Panel Truck;4;1.0;Highly Urban/ Urban;01/04/2022 19:14;complet;[250-500€]
740;M;22;Non;Non;[40k-60k€];Private;z_SUV;0;1.0;Highly Urban/ Urban;07/01/2022 22:44;complet;[250-500€]
741;F;63;Oui;Non;[100k+€];Private;z_SUV;3;14.0;Highly Urban/ Urban;06/05/2022 19:34;complet;[250-500€]
742;M;19;Non;Non;[80k-100k€];Private;Van;2;9.0;Highly Urban/ Urban;26/05/2022 22:28;complet;[500-750€]
743;M;66;Oui;Non;[0-20k€];Private;z_SUV;0;1.0;z_Highly Rural/ Rural;09/03/2022 14:05;complet;[250-500€]
744;M;59;Oui;Oui;[60k-80k€];Private;Van;3;10.0;Highly Urban/ Urban;04/02/2022 19:11;complet;[250-500€]
745;M;69;Oui;Non;[80k-100k€];Commercial;Minivan;3;9.0;z_Highly Rural/ Rural;30/03/2022 17:53;complet;[250-500€]
746;M;56;Non;Non;[20k-40k€];Private;Minivan;0;1.0;z_Highly Rural/ Rural;05/01/2022 01:49;complet;[250-500€]
747;M;66;Non;Non;[40k-60k€];Commercial;Minivan;0;8.0;Highly Urban/ Urban;13/03/2022 10:35;complet;[250-500€]
748;M;68;Oui;Non;[0-20k€];Commercial;z_SUV;0;12.0;z_Highly Rural/ Rural;13/04/2022 11:44;complet;[250-500€]
749;M;69;Oui;Non;[100k+€];Private;Minivan;1;14.0;Highly Urban/ Urban;03/05/2022 02:56;complet;[250-500€]
750;F;75;Non;Non;[60k-80k€];Private;z_SUV;5;5.0;Highly Urban/ Urban;10/03/2022 06:59;complet;[250-500€]
751;M;31;Non;Non;[100k+€];Commercial;z_SUV;0;8.0;Highly Urban/ Urban;19/03/2022 08:30;complet;[250-500€]
752;M;5;Oui;Oui;[20k-40k€];Commercial;Pickup;3;9.0;Highly Urban/ Urban;12/05/2022 21:36;complet;[250-500€]
753;M;75;Non;Non;[20k-40k€];Private;z_SUV;4;3.0;Highly Urban/ Urban;19/04/2022 01:39;complet;[250-500€]
754;F;30;Non;Non;[40k-60k€];Private;Minivan;0;20.0;Highly Urban/ Urban;09/03/2022 04:34;complet;[250-500€]
755;M;58;Non;Non;[100k+€];Commercial;Panel Truck;1;9.0;Highly Urban/ Urban;30/03/2022 06:16;complet;[250-500€]
756;M;40;Non;Non;[20k-40k€];Private;Pickup;2;6.0;Highly Urban/ Urban;17/01/2022 09:47;complet;[250-500€]
757;F;54;Oui;Non;[20k-40k€];Commercial;Pickup;7;1.0;Highly Urban/ Urban;14/04/2022 13:13;complet;[250-500€]
758;M;61;Non;Non;[0-20k€];Private;Sports Car;1;8.0;Highly Urban/ Urban;07/04/2022 23:39;complet;[250-500€]
759;F;30;Non;Non;[60k-80k€];Private;Sports Car;1;10.0;Highly Urban/ Urban;26/01/2022 06:42;complet;[250-500€]
760;M;18;Oui;Non;[100k+€];Private;Minivan;2;16.0;Highly Urban/ Urban;26/01/2022 18:39;complet;[250-500€]
761;F;43;Non;Non;[100k+€];Private;z_SUV;2;11.0;Highly Urban/ Urban;15/03/2022 15:42;complet;[250-500€]
762;F;56;Non;Non;[80k-100k€];Private;z_SUV;0;17.0;Highly Urban/ Urban;30/05/2022 14:54;complet;[250-500€]
763;M;8;Oui;Oui;[0-20k€];Commercial;Pickup;2;1.0;Highly Urban/ Urban;09/04/2022 00:17;complet;[250-500€]
764;F;49;Non;Non;[20k-40k€];Private;Minivan;0;8.0;Highly Urban/ Urban;21/05/2022 17:50;complet;[250-500€]
765;M;10;Oui;Non;[80k-100k€];Commercial;Pickup;0;10.0;Highly Urban/ Urban;01/01/2022 05:44;complet;[250-500€]
766;M;93;Non;Non;[80k-100k€];Private;z_SUV;2;15.0;Highly Urban/ Urban;24/02/2022 00:48;complet;[250-500€]
767;F;29;Non;Non;[100k+€];Private;Pickup;2;10.0;Highly Urban/ Urban;12/01/2022 00:48;complet;[250-500€]
768;M;73;Oui;Oui;[0-20k€];Private;Sports Car;0;1.0;Highly Urban/ Urban;14/01/2022 11:52;complet;[250-500€]
769;F;62;Oui;Non;[0-20k€];Commercial;Pickup;1;7.0;z_Highly Rural/ Rural;02/02/2022 05:11;complet;[250-500€]
770;M;51;Non;Non;[60k-80k€];Private;Minivan;2;14.0;Highly Urban/ Urban;10/04/2022 20:24;complet;[250-500€]
771;M;16;Non;Non;[60k-80k€];Private;z_SUV;4;5.0;Highly Urban/ Urban;28/05/2022 19:58;complet;[250-500€]
772;M;37;Non;Non;[40k-60k€];Commercial;Minivan;1;1.0;Highly Urban/ Urban;19/05/2022 06:35;complet;[250-500€]
773;F;53;Non;Non;[60k-80k€];Private;Minivan;0;9.0;Highly Urban/ Urban;05/03/2022 18:04;complet;[250-500€]
774;M;72;Non;Non;[60k-80k€];Commercial;Pickup;3;16.0;Highly Urban/ Urban;04/01/2022 08:53;complet;[250-500€]
775;M;30;Non;Non;[40k-60k€];Commercial;Van;2;9.0;Highly Urban/ Urban;23/04/2022 00:38;complet;[250-500€]
776;M;72;Non;Non;[40k-60k€];Private;z_SUV;2;16.0;Highly Urban/ Urban;19/01/2022 08:22;complet;[250-500€]
777;M;62;Non;Non;[40k-60k€];Commercial;Pickup;0;19.0;Highly Urban/ Urban;14/05/2022 21:13;complet;[250-500€]
778;M;67;Non;Non;[40k-60k€];Commercial;Pickup;4;4.0;Highly Urban/ Urban;22/02/2022 09:35;complet;[250-500€]
779;F;31;Non;Non;[80k-100k€];Commercial;Panel Truck;0;17.0;Highly Urban/ Urban;24/02/2022 12:40;complet;[250-500€]
781;F;43;Oui;Non;[100k+€];Commercial;z_SUV;1;1.0;z_Highly Rural/ Rural;14/01/2022 18:54;complet;[250-500€]
782;M;66;Non;Non;[60k-80k€];Private;Minivan;1;16.0;z_Highly Rural/ Rural;06/01/2022 06:03;complet;[250-500€]
783;F;8;Oui;Oui;[80k-100k€];Private;z_SUV;3;22.0;Highly Urban/ Urban;21/01/2022 20:55;complet;[250-500€]
784;M;47;Non;Non;[100k+€];Private;Minivan;2;12.0;Highly Urban/ Urban;12/04/2022 15:22;complet;[250-500€]
785;M;52;Non;Non;[100k+€];Private;Minivan;1;15.0;Highly Urban/ Urban;05/01/2022 05:59;complet;[250-500€]
786;M;65;Non;Non;[0-20k€];Commercial;Pickup;1;11.0;Highly Urban/ Urban;10/01/2022 06:19;complet;[250-500€]
787;F;64;Non;Non;[60k-80k€];Commercial;Minivan;0;1.0;z_Highly Rural/ Rural;08/04/2022 06:27;complet;[250-500€]
788;M;64;Non;Non;[80k-100k€];Private;Pickup;3;15.0;Highly Urban/ Urban;30/03/2022 15:14;complet;[250-500€]
789;M;80;Non;Non;[60k-80k€];Commercial;Panel Truck;0;16.0;Highly Urban/ Urban;12/04/2022 05:10;complet;[250-500€]
790;F;83;Non;Non;[60k-80k€];Private;Minivan;1;1.0;Highly Urban/ Urban;15/03/2022 08:34;complet;[250-500€]
791;F;84;Oui;Non;[0-20k€];Private;z_SUV;4;1.0;Highly Urban/ Urban;12/03/2022 10:18;complet;[250-500€]
792;M;66;Non;Non;[40k-60k€];Commercial;Pickup;1;17.0;Highly Urban/ Urban;14/03/2022 14:38;complet;[250-500€]
793;M;87;Oui;Non;[40k-60k€];Commercial;Van;0;13.0;Highly Urban/ Urban;09/01/2022 22:09;complet;[250-500€]
795;F;71;Oui;Oui;[0-20k€];Private;z_SUV;0;10.0;Highly Urban/ Urban;02/02/2022 08:14;complet;[250-500€]
796;M;71;Non;Non;[60k-80k€];Commercial;Sports Car;0;1.0;Highly Urban/ Urban;06/03/2022 16:17;complet;[250-500€]
797;M;59;Non;Non;[40k-60k€];Private;Minivan;0;12.0;Highly Urban/ Urban;06/01/2022 06:25;complet;[250-500€]
798;F;38;Non;Non;[0-20k€];Private;z_SUV;0;9.0;Highly Urban/ Urban;03/04/2022 02:20;complet;[250-500€]
799;F;62;Oui;Non;[100k+€];Private;Minivan;0;10.0;Highly Urban/ Urban;30/04/2022 23:07;complet;[250-500€]
800;M;86;Non;Non;[80k-100k€];Private;Pickup;0;13.0;Highly Urban/ Urban;19/03/2022 17:09;complet;[250-500€]
801;F;89;Non;Non;[40k-60k€];Private;Minivan;0;9.0;z_Highly Rural/ Rural;24/01/2022 05:53;complet;[250-500€]
802;F;62;Oui;Non;[0-20k€];Private;Minivan;0;1.0;Highly Urban/ Urban;23/02/2022 04:42;complet;[250-500€]
803;M;64;Oui;Non;[0-20k€];Commercial;Sports Car;7;8.0;Highly Urban/ Urban;17/05/2022 10:24;complet;[250-500€]
805;F;14;Non;Non;[0-20k€];Private;Pickup;1;1.0;Highly Urban/ Urban;13/03/2022 16:07;complet;[250-500€]
808;M;56;Non;Non;[20k-40k€];Commercial;Panel Truck;6;11.0;Highly Urban/ Urban;19/05/2022 17:14;complet;[250-500€]
809;M;75;Oui;Non;[100k+€];Private;z_SUV;2;18.0;Highly Urban/ Urban;18/04/2022 02:22;complet;[250-500€]
810;M;66;Oui;Non;[0-20k€];Commercial;z_SUV;2;5.0;z_Highly Rural/ Rural;13/01/2022 09:31;complet;[250-500€]
811;M;52;Non;Non;[60k-80k€];Commercial;Panel Truck;0;1.0;Highly Urban/ Urban;28/05/2022 06:19;complet;[250-500€]
812;F;48;Non;Non;[60k-80k€];Commercial;Panel Truck;0;15.0;Highly Urban/ Urban;28/03/2022 01:51;complet;[250-500€]
813;F;82;Oui;Non;[40k-60k€];Private;Minivan;1;3.0;Highly Urban/ Urban;15/03/2022 17:21;complet;[250-500€]
814;M;62;Oui;Non;[0-20k€];Private;Pickup;0;7.0;Highly Urban/ Urban;10/03/2022 08:41;complet;[250-500€]
815;M;75;Oui;Non;[60k-80k€];Private;z_SUV;4;5.0;z_Highly Rural/ Rural;20/01/2022 06:27;complet;[250-500€]
816;F;61;Non;Non;[60k-80k€];Private;Minivan;0;22.0;Highly Urban/ Urban;09/04/2022 17:10;complet;[250-500€]
817;M;31;Non;Non;[80k-100k€];Commercial;Pickup;1;21.0;Highly Urban/ Urban;05/03/2022 15:27;complet;[250-500€]
818;M;14;Oui;Oui;[80k-100k€];Commercial;Van;0;14.0;Highly Urban/ Urban;09/04/2022 10:34;complet;[250-500€]
819;F;60;Oui;Oui;[20k-40k€];Private;Pickup;5;1.0;Highly Urban/ Urban;16/02/2022 13:50;complet;[250-500€]
820;M;78;Oui;Non;[0-20k€];Commercial;Minivan;6;10.0;Highly Urban/ Urban;06/04/2022 17:34;complet;[250-500€]
821;F;68;Non;Non;[80k-100k€];Private;Van;4;11.0;Highly Urban/ Urban;23/03/2022 08:12;complet;[250-500€]
822;F;75;Oui;Non;[20k-40k€];Private;z_SUV;3;1.0;Highly Urban/ Urban;25/01/2022 03:27;complet;[250-500€]
823;F;25;Oui;Non;[0-20k€];Commercial;z_SUV;1;7.0;Highly Urban/ Urban;21/01/2022 09:35;complet;[250-500€]
824;M;70;Oui;Non;[100k+€];Private;Minivan;8;15.0;Highly Urban/ Urban;27/01/2022 16:51;complet;[250-500€]
825;M;78;Oui;Non;[0-20k€];Commercial;z_SUV;9;1.0;Highly Urban/ Urban;22/04/2022 14:21;complet;[250-500€]
826;M;69;Non;Non;[100k+€];Private;z_SUV;0;17.0;Highly Urban/ Urban;13/03/2022 23:40;complet;[250-500€]
827;F;62;Non;Non;[100k+€];Commercial;Van;4;8.0;Highly Urban/ Urban;15/01/2022 03:03;complet;[250-500€]
829;F;60;Non;Non;[80k-100k€];Private;Minivan;0;1.0;Highly Urban/ Urban;27/03/2022 17:51;complet;[250-500€]
830;M;63;Non;Non;[40k-60k€];Commercial;Van;0;10.0;Highly Urban/ Urban;02/04/2022 07:37;complet;[250-500€]
831;F;24;Non;Non;[20k-40k€];Private;Minivan;1;1.0;Highly Urban/ Urban;18/02/2022 07:19;complet;[250-500€]
832;M;80;Oui;Oui;[60k-80k€];Private;z_SUV;2;7.0;Highly Urban/ Urban;17/04/2022 09:27;complet;[250-500€]
833;F;42;Non;Non;[20k-40k€];Commercial;Pickup;3;0;z_Highly Rural/ Rural;20/05/2022 03:29;complet;[250-500€]
834;F;16;Non;Non;[0-20k€];Private;z_SUV;0;1.0;z_Highly Rural/ Rural;29/01/2022 23:20;complet;[250-500€]
836;M;19;Non;Non;[0-20k€];Private;z_SUV;4;1.0;Highly Urban/ Urban;02/05/2022 20:32;complet;[250-500€]
837;F;64;Non;Non;[80k-100k€];Commercial;Van;4;17.0;Highly Urban/ Urban;22/04/2022 21:23;complet;[250-500€]
838;M;69;Non;Non;[60k-80k€];Private;z_SUV;7;18.0;Highly Urban/ Urban;24/01/2022 10:55;complet;[250-500€]
839;M;18;Non;Non;[100k+€];Private;Pickup;0;9.0;Highly Urban/ Urban;23/02/2022 01:41;complet;[500-750€]
840;F;64;Non;Non;[60k-80k€];Commercial;Van;4;1.0;Highly Urban/ Urban;22/05/2022 10:59;complet;[250-500€]
841;F;47;Oui;Oui;[20k-40k€];Private;z_SUV;0;1.0;Highly Urban/ Urban;17/03/2022 14:31;complet;[750-1000€]
842;F;14;Non;Non;[80k-100k€];Commercial;Panel Truck;0;10.0;Highly Urban/ Urban;04/04/2022 00:54;complet;[250-500€]
843;M;24;Non;Non;[20k-40k€];Private;Minivan;4;4.0;z_Highly Rural/ Rural;01/05/2022 00:26;complet;[250-500€]
844;F;89;Oui;Non;[20k-40k€];Commercial;Panel Truck;4;6.0;Highly Urban/ Urban;02/05/2022 17:11;complet;[250-500€]
845;F;28;Oui;Oui;[100k+€];Commercial;Pickup;0;7.0;z_Highly Rural/ Rural;28/03/2022 12:11;complet;[250-500€]
846;F;44;Non;Non;[100k+€];Commercial;Panel Truck;1;12.0;Highly Urban/ Urban;19/05/2022 17:35;complet;[250-500€]
847;M;56;Non;Non;[20k-40k€];Private;Van;0;6.0;Highly Urban/ Urban;14/05/2022 09:17;complet;[250-500€]
848;F;83;Oui;Non;[100k+€];Private;z_SUV;0;13.0;Highly Urban/ Urban;06/05/2022 04:55;complet;[500-750€]
849;M;61;Non;Non;[40k-60k€];Commercial;Pickup;2;10.0;Highly Urban/ Urban;25/04/2022 02:13;complet;[250-500€]
850;F;34;Non;Non;[40k-60k€];Private;z_SUV;6;13.0;Highly Urban/ Urban;18/03/2022 15:22;complet;[250-500€]
851;F;40;Non;Non;[100k+€];Private;Minivan;0;17.0;Highly Urban/ Urban;15/04/2022 20:51;complet;[250-500€]
852;F;70;Non;Non;[100k+€];Commercial;Pickup;0;9.0;Highly Urban/ Urban;20/01/2022 21:33;complet;[250-500€]
854;M;92;Non;Non;[40k-60k€];Private;Sports Car;3;12.0;Highly Urban/ Urban;08/01/2022 07:30;complet;[250-500€]
855;F;79;Oui;Non;[0-20k€];Private;Sports Car;0;6.0;Highly Urban/ Urban;21/04/2022 14:09;complet;[250-500€]
856;F;89;Non;Non;[40k-60k€];Private;z_SUV;4;0;Highly Urban/ Urban;19/02/2022 17:32;complet;[500-750€]
857;M;90;Oui;Non;[40k-60k€];Commercial;Panel Truck;2;8.0;Highly Urban/ Urban;04/04/2022 09:50;complet;[250-500€]
858;M;42;Oui;Oui;[100k+€];Private;z_SUV;4;6.0;z_Highly Rural/ Rural;17/01/2022 08:07;complet;[250-500€]
859;F;43;Non;Non;[100k+€];Commercial;Panel Truck;5;12.0;Highly Urban/ Urban;14/01/2022 22:35;complet;[250-500€]
860;M;60;Non;Non;[100k+€];Commercial;Van;4;13.0;Highly Urban/ Urban;01/02/2022 10:47;complet;[250-500€]
861;F;64;Non;Non;[40k-60k€];Private;z_SUV;0;1.0;Highly Urban/ Urban;03/04/2022 06:07;complet;[250-500€]
862;F;65;Non;Non;[20k-40k€];Private;Minivan;5;15.0;z_Highly Rural/ Rural;25/02/2022 19:43;complet;[250-500€]
863;M;12;Oui;Oui;[0-20k€];Private;z_SUV;0;5.0;Highly Urban/ Urban;14/05/2022 23:10;complet;[250-500€]
864;M;46;Non;Non;[20k-40k€];Private;Pickup;2;1.0;Highly Urban/ Urban;01/02/2022 20:17;complet;[250-500€]
865;F;9;Non;Non;[100k+€];Private;Minivan;1;16.0;Highly Urban/ Urban;09/02/2022 10:27;complet;[250-500€]
